dataYear,rowID,orderID,orderDate,shipDate,shipMode,customerID,customerName,segment,country,city,state,zipCode,region,productID,category,subCategory,productName,sales,quantity,discount,profit
2019,38,CA-2019-117415,2019-12-27,2019-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,#10_4 1/8_ x 9 1/2_ Premium Diagonal Seam Envelopes,113.328,9,0.2,35.415
2019,39,CA-2019-117415,2019-12-27,2019-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,Atlantic Metals Mobile 3_Shelf Bookcases_ Custom Colors,532.3992,3,0.32,-46.9764
2019,40,CA-2019-117415,2019-12-27,2019-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,Global Fabric Manager's Chair_ Dark Gray,212.058,3,0.3,-15.147
2019,41,CA-2019-117415,2019-12-27,2019-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564
2019,50,CA-2019-115742,2019-04-18,2019-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,C_Line Peel & Stick Add_On Filing Pockets_ 8_3/4 x 5_1/8_ 10/Pack,38.22,6,0,17.9634
2019,51,CA-2019-115742,2019-04-18,2019-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0,35.3346
2019,52,CA-2019-115742,2019-04-18,2019-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer_Life Soft White Bulbs,6.16,2,0,2.9568
2019,53,CA-2019-115742,2019-04-18,2019-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,Global Leather Task Chair_ Black,89.99,1,0,17.0981
2019,63,CA-2019-135545,2019-11-24,2019-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,Verbatim 25 GB 6x Blu_ray Single Layer Recordable Disc_ 3/Pack,13.98,2,0,6.1512
2019,64,CA-2019-135545,2019-11-24,2019-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks_ Dark Blue_ 14 7/8_ X 11_,25.824,6,0.2,9.3612
2019,65,CA-2019-135545,2019-11-24,2019-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0,68.9631
2019,66,CA-2019-135545,2019-11-24,2019-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0,22.3328
2019,67,US-2019-164175,2019-04-30,2019-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,Global Value Mid_Back Manager's Chair_ Gray,213.115,5,0.3,-15.2225
2019,73,US-2019-134026,2019-04-26,2019-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High_Back Leather Manager's Chair,831.936,8,0.2,-114.3912
2019,74,US-2019-134026,2019-04-26,2019-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet_ Standard Lip_ 36_ x 48_,97.04,2,0.2,1.213
2019,75,US-2019-134026,2019-04-26,2019-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
2019,84,CA-2019-149734,2019-09-03,2019-09-08,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet_Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
2019,93,CA-2019-149587,2019-01-31,2019-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0,6.2208
2019,94,CA-2019-149587,2019-01-31,2019-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,Seth Thomas 13 1/2_ Wall Clock,53.34,3,0,16.5354
2019,95,CA-2019-149587,2019-01-31,2019-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0,16.1504
2019,104,US-2019-156867,2019-11-13,2019-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2_4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758
2019,105,US-2019-156867,2019-11-13,2019-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,Deflect_o DuraMat Lighweight_ Studded_ Beveled Mat for Low Pile Carpeting,102.36,3,0.2,-3.8385
2019,106,US-2019-156867,2019-11-13,2019-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,Avery Trapezoid Ring Binder_ 3_ Capacity_ Black_ 1040 sheets,36.882,3,0.7,-25.8174
2019,110,CA-2019-129476,2019-10-15,2019-10-20,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s _ Keyboard,339.96,5,0.2,67.992
2019,118,CA-2019-110457,2019-03-02,2019-03-06,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813
2019,119,US-2019-136476,2019-04-05,2019-04-10,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
2019,146,CA-2019-110744,2019-09-07,2019-09-12,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.1579
2019,154,CA-2019-124919,2019-05-31,2019-06-02,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.271
2019,155,CA-2019-124919,2019-05-31,2019-06-02,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0,48.5392
2019,156,CA-2019-124919,2019-05-31,2019-06-02,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design_ Black,80.88,6,0,21.0288
2019,157,CA-2019-118948,2019-05-28,2019-06-03,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0,1.7901
2019,162,CA-2019-119697,2019-12-28,2019-12-31,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17_Key USB Numeric Keypad,54.384,2,0.2,1.3596
2019,178,US-2019-101511,2019-11-21,2019-11-23,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,Furniture,Chairs,Padded Folding Chairs_ Black_ 4/Carton,396.802,7,0.3,-11.3372
2019,179,US-2019-101511,2019-11-21,2019-11-23,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
2019,180,CA-2019-137225,2019-12-15,2019-12-19,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,Office Supplies,Art,Sanford Colorific Eraseable Coloring Pencils_ 12 Count,3.28,1,0,1.4104
2019,190,CA-2019-102281,2019-10-12,2019-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613,Furniture,Bookcases,Atlantic Metals Mobile 4_Shelf Bookcases_ Custom Colors,899.136,4,0.2,112.392
2019,191,CA-2019-102281,2019-10-12,2019-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.0928
2019,192,CA-2019-102281,2019-10-12,2019-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0,24.8832
2019,193,CA-2019-102281,2019-10-12,2019-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545,Furniture,Bookcases,Atlantic Metals Mobile 3_Shelf Bookcases_ Custom Colors,626.352,3,0.2,46.9764
2019,194,CA-2019-102281,2019-10-12,2019-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567
2019,195,CA-2019-131457,2019-10-31,2019-11-06,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0,6.7116
2019,212,CA-2019-101007,2019-02-09,2019-02-13,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
2019,213,CA-2019-146262,2019-01-02,2019-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88
2019,214,CA-2019-146262,2019-01-02,2019-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2_Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323
2019,215,CA-2019-146262,2019-01-02,2019-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
2019,216,CA-2019-146262,2019-01-02,2019-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188,9,0.7,-950.4
2019,217,CA-2019-146262,2019-01-02,2019-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2_0 Flash Drive,89.584,2,0.2,4.4792
2019,220,CA-2019-169397,2019-12-24,2019-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148
2019,221,CA-2019-169397,2019-12-24,2019-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,Office Supplies,Paper,While You Were Out Pads_ 50 per Pad_ 4 x 5 1/4_ Green Cycle,22.704,6,0.2,8.2302
2019,222,CA-2019-169397,2019-12-24,2019-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432
2019,223,CA-2019-169397,2019-12-24,2019-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,Executive Impressions 14_ Two_Color Numerals Wall Clock,72.704,4,0.2,19.0848
2019,224,CA-2019-169397,2019-12-24,2019-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,Swingline SM12_08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904
2019,225,CA-2019-169397,2019-12-24,2019-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
2019,226,CA-2019-163055,2019-08-09,2019-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,Sanford Uni_Blazer View Highlighters_ Chisel Tip_ Yellow,2.2,1,0,0.968
2019,227,CA-2019-163055,2019-08-09,2019-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,136.939
2019,228,CA-2019-163055,2019-08-09,2019-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0,0.2198
2019,229,US-2019-145436,2019-02-28,2019-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744
2019,230,US-2019-145436,2019-02-28,2019-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004477,Furniture,Chairs,Global Push Button Manager's Chair_ Indigo,389.696,8,0.2,43.8408
2019,255,US-2019-159982,2019-11-28,2019-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924
2019,256,US-2019-159982,2019-11-28,2019-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,Belkin 19_ Vented Equipment Shelf_ Black,82.368,2,0.2,-19.5624
2019,257,US-2019-159982,2019-11-28,2019-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10001590,Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design_ Black,53.92,5,0.2,4.044
2019,258,US-2019-159982,2019-11-28,2019-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e _ speaker phone,647.904,6,0.2,56.6916
2019,266,CA-2019-155040,2019-11-10,2019-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0,35.156
2019,272,CA-2019-155334,2019-07-30,2019-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910_002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0,92.3692
2019,273,CA-2019-155334,2019-07-30,2019-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0,2.3232
2019,274,CA-2019-155334,2019-07-30,2019-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,4.095
2019,281,US-2019-161991,2019-09-26,2019-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.08,5,0.8,-3.432
2019,282,US-2019-161991,2019-09-26,2019-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11
2019,283,CA-2019-130890,2019-11-02,2019-11-06,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,Bevis Round Bullnose 29_ High Table Top,1038.84,5,0.2,51.942
2019,284,CA-2019-130883,2019-09-26,2019-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy_staple paper,141.76,5,0.2,47.844
2019,285,CA-2019-130883,2019-09-26,2019-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96
2019,286,CA-2019-130883,2019-09-26,2019-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864
2019,305,CA-2019-144253,2019-05-04,2019-05-09,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom_In Desk Lamp,26.8,2,0,12.864
2019,335,CA-2019-137946,2019-09-01,2019-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038
2019,336,CA-2019-137946,2019-09-01,2019-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
2019,337,CA-2019-137946,2019-09-01,2019-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non_Stick Binders,14.368,4,0.2,4.49
2019,340,CA-2019-128167,2019-06-22,2019-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,OIC Binder Clips_ Mini_ 1/4_ Capacity_ Black,4.96,4,0,2.3312
2019,345,US-2019-120712,2019-12-20,2019-12-24,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22
2019,379,CA-2019-130792,2019-04-28,2019-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.652,3,0.8,-20.3322
2019,380,CA-2019-130792,2019-04-28,2019-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,Akro_Mils 12_Gallon Tote,23.832,3,0.2,2.6811
2019,381,CA-2019-130792,2019-04-28,2019-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000309,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements_ 9/16_ Spine_ Black,12.176,4,0.8,-18.8728
2019,384,CA-2019-125395,2019-06-26,2019-06-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.799
2019,385,US-2019-168935,2019-11-27,2019-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,Furniture,Tables,Hon Practical Foundations 30 x 60 Training Table_ Light Gray/Charcoal,375.4575,3,0.45,-157.0095
2019,386,US-2019-168935,2019-11-27,2019-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.976,3,0.2,-1.0497
2019,387,CA-2019-122756,2019-12-03,2019-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638
2019,388,CA-2019-122756,2019-12-03,2019-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777
2019,398,CA-2019-122259,2019-10-31,2019-11-04,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,Office Supplies,Supplies,Acme 10_ Easy Grip Assistive Scissors,70.12,4,0,21.036
2019,460,CA-2019-109638,2019-12-15,2019-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4,0,36.372
2019,461,CA-2019-109638,2019-12-15,2019-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0,377.9622
2019,462,CA-2019-109638,2019-12-15,2019-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,Binders,Acco D_Ring Binder w/DublLock,51.312,3,0.2,18.6006
2019,468,US-2019-101399,2019-01-17,2019-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
2019,471,CA-2019-154144,2019-12-20,2019-12-24,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,Eaton Premium Continuous_Feed Paper_ 25% Cotton_ Letter Size_ White_ 1000 Shts/Box,55.48,1,0,26.6304
2019,496,CA-2019-134782,2019-12-27,2019-12-31,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,Office Supplies,Envelopes,Strathmore #10 Envelopes_ Ultimate White,105.42,2,0,51.6558
2019,507,CA-2019-145352,2019-03-16,2019-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0,0.7398
